timestamp,model,example_length,target,prediction,correct
225955,LSTMClassifier,31,2,3,0
225955,LSTMClassifier,27,1,1,1
225955,LSTMClassifier,24,1,1,1
225955,LSTMClassifier,7,2,3,0
225955,LSTMClassifier,2,2,3,0
225955,LSTMClassifier,11,1,1,1
225955,LSTMClassifier,29,1,3,0
225955,LSTMClassifier,24,1,1,1
225955,LSTMClassifier,23,1,1,1
225955,LSTMClassifier,17,0,0,1
225955,LSTMClassifier,12,0,1,0
225955,LSTMClassifier,6,2,1,0
225955,LSTMClassifier,19,0,0,1
225955,LSTMClassifier,25,1,0,0
225955,LSTMClassifier,7,0,1,0
225955,LSTMClassifier,24,0,0,1
225955,LSTMClassifier,22,1,1,1
225955,LSTMClassifier,17,0,1,0
225955,LSTMClassifier,25,1,1,1
225955,LSTMClassifier,10,1,1,1
225955,LSTMClassifier,15,2,2,1
225955,LSTMClassifier,28,3,1,0
225955,LSTMClassifier,13,2,1,0
225955,LSTMClassifier,31,1,3,0
225955,LSTMClassifier,21,2,2,1
225955,LSTMClassifier,31,2,1,0
225955,LSTMClassifier,27,1,1,1
225955,LSTMClassifier,9,1,1,1
225955,LSTMClassifier,12,1,1,1
225955,LSTMClassifier,27,0,1,0
225955,LSTMClassifier,17,1,1,1
225955,LSTMClassifier,18,0,1,0
225955,LSTMClassifier,8,0,1,0
225955,LSTMClassifier,36,0,1,0
225955,LSTMClassifier,8,0,1,0
225955,LSTMClassifier,8,1,3,0
225955,LSTMClassifier,14,1,0,0
225955,LSTMClassifier,15,1,1,1
225955,LSTMClassifier,16,1,1,1
225955,LSTMClassifier,17,1,1,1
225955,LSTMClassifier,21,1,2,0
225955,LSTMClassifier,24,0,1,0
225955,LSTMClassifier,15,0,0,1
225955,LSTMClassifier,24,0,1,0
225955,LSTMClassifier,8,2,3,0
225955,LSTMClassifier,18,1,1,1
225955,LSTMClassifier,7,1,2,0
225955,LSTMClassifier,8,2,3,0
225955,LSTMClassifier,7,0,1,0
225955,LSTMClassifier,24,2,3,0
225955,LSTMClassifier,10,0,3,0
225955,LSTMClassifier,24,1,1,1
225955,LSTMClassifier,19,1,2,0
225955,LSTMClassifier,19,1,3,0
225955,LSTMClassifier,29,1,3,0
225955,LSTMClassifier,25,2,0,0
225955,LSTMClassifier,23,1,1,1
225955,LSTMClassifier,19,1,1,1
225955,LSTMClassifier,4,0,1,0
225955,LSTMClassifier,13,1,1,1
225955,LSTMClassifier,18,2,1,0
225955,LSTMClassifier,25,0,2,0
225955,LSTMClassifier,28,1,1,1
225955,LSTMClassifier,37,1,1,1
225955,LSTMClassifier,18,1,1,1
225955,LSTMClassifier,9,0,1,0
225955,LSTMClassifier,12,0,1,0
225955,LSTMClassifier,13,0,0,1
225955,LSTMClassifier,18,1,4,0
225955,LSTMClassifier,7,1,1,1
225955,LSTMClassifier,31,2,1,0
225955,LSTMClassifier,9,1,1,1
225955,LSTMClassifier,27,1,1,1
225955,LSTMClassifier,23,1,1,1
225955,LSTMClassifier,28,2,1,0
225955,LSTMClassifier,16,1,0,0
225955,LSTMClassifier,23,1,1,1
225955,LSTMClassifier,22,0,3,0
225955,LSTMClassifier,19,1,1,1
225955,LSTMClassifier,15,3,3,1
225955,LSTMClassifier,38,3,3,1
225955,LSTMClassifier,28,1,1,1
225955,LSTMClassifier,18,1,1,1
225955,LSTMClassifier,19,2,1,0
225955,LSTMClassifier,13,0,1,0
225955,LSTMClassifier,20,1,1,1
225955,LSTMClassifier,21,0,1,0
225955,LSTMClassifier,9,1,1,1
225955,LSTMClassifier,40,1,1,1
225955,LSTMClassifier,7,2,1,0
225955,LSTMClassifier,13,1,1,1
225955,LSTMClassifier,15,1,1,1
225955,LSTMClassifier,14,0,2,0
225955,LSTMClassifier,15,0,0,1
225955,LSTMClassifier,38,2,2,1
225955,LSTMClassifier,14,1,2,0
225955,LSTMClassifier,15,0,1,0
225955,LSTMClassifier,46,1,1,1
225955,LSTMClassifier,12,0,0,1
225955,LSTMClassifier,33,1,1,1
225955,LSTMClassifier,18,0,1,0
225955,LSTMClassifier,23,1,3,0
225955,LSTMClassifier,23,0,0,1
225955,LSTMClassifier,23,2,3,0
225955,LSTMClassifier,9,1,1,1
225955,LSTMClassifier,22,1,3,0
225955,LSTMClassifier,9,0,1,0
225955,LSTMClassifier,16,1,1,1
225955,LSTMClassifier,4,1,0,0
225955,LSTMClassifier,4,3,3,1
225955,LSTMClassifier,8,4,4,1
225955,LSTMClassifier,7,4,4,1
225955,LSTMClassifier,7,3,1,0
225955,LSTMClassifier,6,0,1,0
